"suppl_name";"buyer_name";"ord_cnt";"rsp_cnt";"des_cnt";"rec_cnt";"rsp_prc";"des_prc";"rec_prc"
ТОДИКО;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Деловая Культура;ТАНДЕР;819;9;812;0;0.0110;0.9915;0.0000
Деловая Культура;"Система универсамов ""Бегемот";1;0;0;0;0.0000;0.0000;0.0000
Тольяттимолоко;ТАНДЕР;11283;0;0;0;0.0000;0.0000;0.0000
Тольяттимолоко;"Торговый дом ""ПЕРЕКРЕСТОК";11053;0;10147;0;0.0000;0.9180;0.0000
Деловая Культура;ГУЛЛИВЕР;1;1;1;0;1.0000;1.0000;0.0000
ТОЛЬЯТТИХЛЕБ;ТАНДЕР;21421;0;19487;0;0.0000;0.9097;0.0000
ДВА КАПИТАНА;Розничная сеть Ашан;37;0;0;0;0.0000;0.0000;0.0000
ДанЛинк;ТВК-Р;22;0;0;0;0.0000;0.0000;0.0000
Даниловский Хлебозавод;ТАНДЕР;3644;470;3174;0;0.1290;0.8710;0.0000
Томмолоко;ТАНДЕР;7095;7049;6638;0;0.9935;0.9356;0.0000
Даниловский Хлебозавод;Лотос-ритейл;3;0;3;0;0.0000;1.0000;0.0000
Тонян С.Н.;ТАНДЕР;337;337;317;0;1.0000;0.9407;0.0000
Даниловские сыры;Лотос-ритейл;16;0;0;0;0.0000;0.0000;0.0000
ТОРГАГРО;ТАНДЕР;8004;0;495;0;0.0000;0.0618;0.0000
ДАН СТАР;КОРУС Консалтинг СНГ;25;25;23;0;1.0000;0.9200;0.0000
ТОРГОВАЯ КОМПАНИЯ;"""ТС РИОМАГ""";167;155;81;0;0.9281;0.4850;0.0000
ТОРГОВАЯ КОМПАНИЯ;eXite-Russia;1093;0;0;0;0.0000;0.0000;0.0000
ТОРГОВАЯ КОМПАНИЯ;LeraData;980;899;0;0;0.9173;0.0000;0.0000
ДАН СТАР;LeraData;32;0;0;0;0.0000;0.0000;0.0000
Дальневосточная компания;СКБ Контур;5;0;3;0;0.0000;0.6000;0.0000
Дальневосточная компания;eXite-Russia;1;0;0;0;0.0000;0.0000;0.0000
Дагомысчай;Лента;4;0;0;0;0.0000;0.0000;0.0000
ТОРГОВАЯ КОМПАНИЯ;Роздухов Максим Евгеньевич;350;0;0;0;0.0000;0.0000;0.0000
ТОРГОВАЯ КОМПАНИЯ;Розничная сеть Ашан;275;0;0;0;0.0000;0.0000;0.0000
ТОРГОВАЯ КОМПАНИЯ;СКБ Контур;70;0;0;0;0.0000;0.0000;0.0000
Дабро-Молоко;ТАНДЕР;6409;5857;6008;0;0.9139;0.9374;0.0000
ТОРГОВАЯ КОМПАНИЯ;ТАНДЕР;6308;0;5893;0;0.0000;0.9342;0.0000
ГутФрут;Розничная сеть Ашан;62;0;0;0;0.0000;0.0000;0.0000
"Торговая Компания ""Грибная Поляна";eXite-Russia;15;0;0;0;0.0000;0.0000;0.0000
"Торговая Компания ""Грибная Поляна";LeraData;11;1;10;0;0.0909;0.9091;0.0000
Гуковская М.Ю.;ТАНДЕР;21828;19986;21816;0;0.9156;0.9995;0.0000
"Торговая компания ""МОЛОЧНЫЙ МИР";eXite-Russia;205;37;37;0;0.1805;0.1805;0.0000
Гуковская М.Ю.;Розничная сеть Ашан;470;0;469;0;0.0000;0.9979;0.0000
"Торговая компания ""МОЛОЧНЫЙ МИР";Гиперглобус;9;9;9;0;1.0000;1.0000;0.0000
Гуковская М.Ю.;Арендатор;2;0;0;0;0.0000;0.0000;0.0000
Гудок;КОРУС Консалтинг СНГ;4;4;4;0;1.0000;1.0000;0.0000
"Торговая компания ""Русь-Матушка";ТАНДЕР;33;33;17;0;1.0000;0.5152;0.0000
Губерния-2014;ТАНДЕР;3518;0;0;0;0.0000;0.0000;0.0000
Группа Черкизово;Розничная сеть Ашан;7531;0;0;0;0.0000;0.0000;0.0000
Группа Черкизово;ПродМир;2;0;0;0;0.0000;0.0000;0.0000
Группа Черкизово;Петроторг;128;0;0;0;0.0000;0.0000;0.0000
Торговая компания МАКСИМА;ТАНДЕР;271;0;268;0;0.0000;0.9889;0.0000
Группа Черкизово;МОЛЛ;18;15;0;0;0.8333;0.0000;0.0000
Торговое Решение;Табер Трейд;8;0;7;0;0.0000;0.8750;0.0000
Группа Черкизово;Джессика;1;0;0;0;0.0000;0.0000;0.0000
"Торговый дом "" Русский рыбный мир";eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
"Торговый Дом ""АКМАЙ";ТАНДЕР;2;2;1;0;1.0000;0.5000;0.0000
Группа Черкизово;АТАК;677;0;554;0;0.0000;0.8183;0.0000
"Торговый дом ""АНЮТИНО";ТАНДЕР;92;92;92;0;1.0000;1.0000;0.0000
EDISOFT;eXite-Russia;1893;0;0;0;0.0000;0.0000;0.0000
Группа Черкизово;LeraData;115;76;0;0;0.6609;0.0000;0.0000
Группа Черкизово;eXite-Russia;8512;0;4481;0;0.0000;0.5264;0.0000
"Торговый дом ""ВВК";КОРУС Консалтинг СНГ;3;0;3;0;0.0000;1.0000;0.0000
Группа Черкизово;«ДИКСИ» Филиал «МЕГАМАРТ» «ДИКСИ Юг»;525;0;398;0;0.0000;0.7581;0.0000
"Торговый Дом ""Вятский хлеб";Локос;1248;5;2;0;0.0040;0.0016;0.0000
Группа Грин Рэй;ТАНДЕР;101;101;93;0;1.0000;0.9208;0.0000
Группа Грин Рэй;eXite-Russia;4;0;4;0;0.0000;1.0000;0.0000
"Торговый дом ""Гермес";ТАНДЕР;194;183;188;0;0.9433;0.9691;0.0000
Грифон;Розничная сеть Ашан;134;0;0;0;0.0000;0.0000;0.0000
Грифон;EDISOFT;13;10;0;0;0.7692;0.0000;0.0000
"Торговый дом ""Деловой проспект";СПАР МИДДЛ ВОЛГА;6;0;0;0;0.0000;0.0000;0.0000
"Торговый дом ""Живи вкусно";"Торговый дом ""Живи вкусно";44;0;0;0;0.0000;0.0000;0.0000
"ТОРГОВЫЙ ДОМ ""ИНВЕСТПРОМ-ОПТ";Розничная сеть Ашан;18;0;0;0;0.0000;0.0000;0.0000
ГринТрейд;LeraData;23;22;17;0;0.9565;0.7391;0.0000
"Торговый Дом ""Колбасы и деликатесы ""Сетунь";Барс-Ритейл;2;0;0;0;0.0000;0.0000;0.0000
Гринкосметикс;СКБ Контур;33;24;24;0;0.7273;0.7273;0.0000
"Торговый дом ""КОЛИЗ";Локос;330;0;181;0;0.0000;0.5485;0.0000
ГРИН МАРКЕТ КАРЕЛИЯ;ТАНДЕР;1543;0;0;0;0.0000;0.0000;0.0000
Грин Лайн;LeraData;9;0;0;0;0.0000;0.0000;0.0000
"Торговый дом ""Конфаэль";eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
"Торговый дом ""КОРД""";"""ТС РИОМАГ""";41;41;0;0;1.0000;0.0000;0.0000
Гридем;Гиперглобус;6;0;6;0;0.0000;1.0000;0.0000
Григорян Норайр Гарникович;ТАНДЕР;66;0;0;0;0.0000;0.0000;0.0000
Грибаков Дмитрий Вадимович;ТАНДЕР;13;11;11;0;0.8462;0.8462;0.0000
"Торговый дом ""КОРД""";СКБ Контур;2;0;2;0;0.0000;1.0000;0.0000
"Торговый дом ""Курская птицефабрика";eXite-Russia;197;0;0;0;0.0000;0.0000;0.0000
Грибаков Дмитрий Вадимович;СКБ Контур;23;0;22;0;0.0000;0.9565;0.0000
"Торговый дом ""Кухня без границ";eXite-Russia;5;4;4;0;0.8000;0.8000;0.0000
"Торговый дом ""Кухня без границ";LeraData;8;6;0;0;0.7500;0.0000;0.0000
"Торговый дом ""Кухня без границ";АТАК;20;20;20;0;1.0000;1.0000;0.0000
Грибаков Дмитрий Вадимович;Розничная сеть Ашан;32;0;0;0;0.0000;0.0000;0.0000
Грибаков Дмитрий Вадимович;АТАК;85;0;0;0;0.0000;0.0000;0.0000
"Торговый дом ""Кухня без границ";Розничная сеть Ашан;57;46;55;0;0.8070;0.9649;0.0000
Грейт Дистрибьюшн;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Гранте;eXite-Russia;5;3;0;0;0.6000;0.0000;0.0000
"Торговый дом ""Лайнсервис";ТАНДЕР;58;42;15;0;0.7241;0.2586;0.0000
ГРАНД-НН;eXite-Russia;4;0;0;0;0.0000;0.0000;0.0000
"Торговый дом ""Лидер Фреш";LeraData;14;14;12;0;1.0000;0.8571;0.0000
Гранд Кастель;Гиперглобус;6;0;6;0;0.0000;1.0000;0.0000
"Торговый Дом ""Обуховские минеральные воды";«ДИКСИ» Филиал «МЕГАМАРТ» «ДИКСИ Юг»;89;87;82;0;0.9775;0.9213;0.0000
"Торговый Дом ""Обуховские минеральные воды";LeraData;5;5;0;0;1.0000;0.0000;0.0000
Гранд Кастель;LeraData;4;2;1;0;0.5000;0.2500;0.0000
Гранвиль;Табер Трейд;309;0;309;0;0.0000;1.0000;0.0000
Гранви;Табер Трейд;3;0;0;0;0.0000;0.0000;0.0000
Гранви;СКБ Контур;19;0;19;0;0.0000;1.0000;0.0000
"Торговый Дом ""РАТИБОР";eXite-Russia;4;0;0;0;0.0000;0.0000;0.0000
"Торговый Дом ""РАТИБОР";LeraData;5;5;5;0;1.0000;1.0000;0.0000
"Торговый Дом ""РАТИБОР";АТАК;11;11;10;0;1.0000;0.9091;0.0000
Гранви;АТАК;1;1;1;0;1.0000;1.0000;0.0000
ГРАН-МЭР;Смарт Велью Ритейл;1;1;1;0;1.0000;1.0000;0.0000
"Торговый Дом ""РАТИБОР";ТАНДЕР;51;51;51;0;1.0000;1.0000;0.0000
ГРАН-МЭР;МОЛЛ;3;3;2;0;1.0000;0.6667;0.0000
ГРАН-МЭР;Гиперглобус;4;0;4;0;0.0000;1.0000;0.0000
"Торговый дом ""СаначиноАгро";Розничная сеть Ашан;4;0;2;0;0.0000;0.5000;0.0000
ГРАН-МЭР;Виктория Балтия;2;2;2;0;1.0000;1.0000;0.0000
"Торговый Дом ""Северный";eXite-Russia;2;0;0;0;0.0000;0.0000;0.0000
ГРАН-МЭР;LeraData;10;10;0;0;1.0000;0.0000;0.0000
"Торговый дом ""Северо-запад";ТАНДЕР;6048;5842;5408;0;0.9659;0.8942;0.0000
"Торговый дом ""Северо-запад";"Торговый дом ""ПЕРЕКРЕСТОК";493;448;42;0;0.9087;0.0852;0.0000
Градус;ТВК-Р;1;0;0;0;0.0000;0.0000;0.0000
Горячие крендели Север;ТАНДЕР;14;14;4;0;1.0000;0.2857;0.0000
"Торговый дом ""СОВА";Гиперглобус;5;0;5;0;0.0000;1.0000;0.0000
Горячие крендели Север;МИЛАН;1;0;0;0;0.0000;0.0000;0.0000
Горячие крендели Север;LeraData;1;0;0;0;0.0000;0.0000;0.0000
Горячие крендели Север;eXite-Russia;51;0;0;0;0.0000;0.0000;0.0000
"Городской сервисный центр малого хлебопечения ""ПЕКАРЬ И КОНДИТЕР";СПАР МИДДЛ ВОЛГА;33;3;33;0;0.0909;1.0000;0.0000
Голофаев Сергей Николаевич;ТАНДЕР;197;80;44;0;0.4061;0.2234;0.0000
"Торговый дом ""Фитокод";АТАК;29;0;27;0;0.0000;0.9310;0.0000
"Торговый дом ""Фитокод";КОРУС Консалтинг СНГ;2;2;2;0;1.0000;1.0000;0.0000
"Торговый дом ""Фитокод";Розничная сеть Ашан;68;0;0;0;0.0000;0.0000;0.0000
"Торговый дом ""Хотнинская вода";СПАР МИДДЛ ВОЛГА;4;3;3;0;0.7500;0.7500;0.0000
Торговый Дом «Агро - Спутник»;eXite-Russia;6;0;0;0;0.0000;0.0000;0.0000
Глобус Групп;"888";27;0;3;0;0.0000;0.1111;0.0000
Торговый Дом «АСР;ТАНДЕР;7;7;0;0;1.0000;0.0000;0.0000
Торговый дом «Мегаполис;"""ТС РИОМАГ""";27;27;27;0;1.0000;1.0000;0.0000
Торговый дом «Мегаполис;«ДИКСИ» Филиал «МЕГАМАРТ» «ДИКСИ Юг»;165;165;165;0;1.0000;1.0000;0.0000
Глобус;СКБ Контур;100;1;1;0;0.0100;0.0100;0.0000
Торговый дом «Мегаполис;eXite-Russia;292;0;32;0;0.0000;0.1096;0.0000
Торговый дом «Мегаполис;LeraData;12;12;0;0;1.0000;0.0000;0.0000
Глобус;Розничная сеть Ашан;614;408;410;0;0.6645;0.6678;0.0000
Торговый дом «Мегаполис;АТАК;5;0;5;0;0.0000;1.0000;0.0000
Торговый дом «Мегаполис;ГАРАНТ-ТРЕЙД М;27;0;0;0;0.0000;0.0000;0.0000
Торговый дом «Мегаполис;Гиперглобус;7;0;7;0;0.0000;1.0000;0.0000
Глобус;АТАК;100;2;41;0;0.0200;0.4100;0.0000
Глазырин Андрей Леонидович;ТВК-Р;19;14;9;0;0.7368;0.4737;0.0000
Главторг;ТАНДЕР;13;13;13;0;1.0000;1.0000;0.0000
Торговый дом «Мегаполис;МОЛЛ;9;9;9;0;1.0000;1.0000;0.0000
Главторг;СКБ Контур;425;0;0;0;0.0000;0.0000;0.0000
Торговый дом «Мегаполис;Пушкин В.Е.;6;0;0;0;0.0000;0.0000;0.0000
Глава КФХ Шипицын А.С.;ТАНДЕР;753;106;354;0;0.1408;0.4701;0.0000
Торговый дом «Мегаполис;Розничная сеть Ашан;315;0;0;0;0.0000;0.0000;0.0000
Глава К(Ф)Х Алекян Лусан Перджиковна;СКБ Контур;5;0;0;0;0.0000;0.0000;0.0000
ГК РусКом;Розничная сеть Ашан;26;0;0;0;0.0000;0.0000;0.0000
Торговый дом «Мегаполис;"Система универсамов ""Бегемот";168;145;145;0;0.8631;0.8631;0.0000
ГК РусКом;Виктория Балтия;23;0;0;0;0.0000;0.0000;0.0000
Гильдебрандт В.Ю.;ТАНДЕР;17;13;9;0;0.7647;0.5294;0.0000
Торговый дом «Мегаполис;"Торговая Группа ""Наш магазин""";45;44;0;0;0.9778;0.0000;0.0000
Гигиена-Север;"""ТС РИОМАГ""";22;22;22;0;1.0000;1.0000;0.0000
"7 ОЗЕР";LeraData;3;3;0;0;1.0000;0.0000;0.0000
Гермис;Смарт Велью Ритейл;4;0;0;0;0.0000;0.0000;0.0000
Гермис;Авоська – два;8;0;0;0;0.0000;0.0000;0.0000
Гермис;LeraData;5;5;5;0;1.0000;1.0000;0.0000
Торговый Дом Азия;ТАНДЕР;106;106;106;0;1.0000;1.0000;0.0000
Гермис;eXite-Russia;9;0;0;0;0.0000;0.0000;0.0000
ТОРГОВЫЙ ДОМ ВЕК;ТВК-Р;61;59;57;0;0.9672;0.9344;0.0000
Гелиос-М;КОРУС Консалтинг СНГ;23;0;23;0;0.0000;1.0000;0.0000
Торговый Дом Виктория;ТАНДЕР;112;0;78;0;0.0000;0.6964;0.0000
Торговый Дом Двенадцать месяцев;Локос;5;0;0;0;0.0000;0.0000;0.0000
Гелиос;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Торговый дом Играмолоко;ТАНДЕР;186;174;174;0;0.9355;0.9355;0.0000
Гекса-нетканые материалы;EDISOFT;28;0;0;0;0.0000;0.0000;0.0000
Геба;ТВК-Р;11;0;11;0;0.0000;1.0000;0.0000
Торговый Дом Лабиринт;Т и К Продукты;3;0;0;0;0.0000;0.0000;0.0000
ТОРГОВЫЙ ДОМ МАНУЙЛОВ;LeraData;9;2;0;0;0.2222;0.0000;0.0000
Геба;ТАНДЕР;2;2;2;0;1.0000;1.0000;0.0000
Геба;Смарт Велью Ритейл;17;12;12;0;0.7059;0.7059;0.0000
Геба;СКБ Контур;60;0;58;0;0.0000;0.9667;0.0000
Геба;МОЛЛ;3;3;3;0;1.0000;1.0000;0.0000
Геба;Котэкс-Торг;14;14;14;0;1.0000;1.0000;0.0000
Геба;Компания Холидей;1;0;0;0;0.0000;0.0000;0.0000
Торговый Дом НХК;Гиперглобус;4;0;3;0;0.0000;0.7500;0.0000
Торговый Дом НХК;КОРУС Консалтинг СНГ;8;8;0;0;1.0000;0.0000;0.0000
Геба;Гиперглобус;16;5;16;0;0.3125;1.0000;0.0000
Геба;БРИСТОЛЬ РИТЕЙЛ ЛОГИСТИКС;8;0;5;0;0.0000;0.6250;0.0000
Торговый Дом Оптимус;Розничная сеть Ашан;51;0;0;0;0.0000;0.0000;0.0000
Торговый Дом Оптина;LeraData;308;308;307;0;1.0000;0.9968;0.0000
Геба;LeraData;8;7;7;0;0.8750;0.8750;0.0000
Геба;eXite-Russia;5;1;0;0;0.2000;0.0000;0.0000
Торговый Дом РАПТ;"Торговый дом ""ПЕРЕКРЕСТОК";1;0;0;0;0.0000;0.0000;0.0000
Гатауллин Р.М.;СКБ Контур;19;0;0;0;0.0000;0.0000;0.0000
Гатауллин Р.М.;Ассорти-Продукт;2;0;0;0;0.0000;0.0000;0.0000
Гармония;СКБ Контур;12;0;0;0;0.0000;0.0000;0.0000
Гармония;Локос;313;0;0;0;0.0000;0.0000;0.0000
Торговый Дом Челны Холод;LeraData;98;0;0;0;0.0000;0.0000;0.0000
Торговый Дом Челны Холод;АТАК;132;0;131;0;0.0000;0.9924;0.0000
Гамма Плюс;ТВК-Р;3;3;3;0;1.0000;1.0000;0.0000
Торговый Дом Челны Холод;Розничная сеть Ашан;134;0;0;0;0.0000;0.0000;0.0000
Гамма Плюс;Авоська – два;5;0;0;0;0.0000;0.0000;0.0000
Торговый Дом Челны Холод;СКБ Контур;32;0;0;0;0.0000;0.0000;0.0000
Вязниковский хлебокомбинат;ТАНДЕР;5077;0;0;0;0.0000;0.0000;0.0000
Вязниковский хлебокомбинат;Розничная сеть Ашан;176;0;0;0;0.0000;0.0000;0.0000
Торговый Дом ЭКО-культура;LeraData;35;34;34;0;0.9714;0.9714;0.0000
Торговый Дом Ярмарка;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Вязниковский хлебокомбинат;АТАК;543;0;0;0;0.0000;0.0000;0.0000
"Торговый дом""Брянский мясокомбинат";LeraData;112;0;0;0;0.0000;0.0000;0.0000
"Торговый дом""Брянский мясокомбинат";Лента;70;0;68;0;0.0000;0.9714;0.0000
"Торговый дом""Брянский мясокомбинат";СКБ Контур;26;0;22;0;0.0000;0.8462;0.0000
"Торговый дом""Брянский мясокомбинат";ТАНДЕР;1916;0;0;0;0.0000;0.0000;0.0000
Вязниковский хлебокомбинат;LeraData;1027;0;0;0;0.0000;0.0000;0.0000
"Торговый Дом""Золотое Яичко""";"888";36;1;0;0;0.0278;0.0000;0.0000
"Торговый Дом""Золотое Яичко""";eXite-Russia;2;0;0;0;0.0000;0.0000;0.0000
Выксунский хлеб;ТАНДЕР;2404;2403;2371;0;0.9996;0.9863;0.0000
Вурнарский мясокомбинат;ТАНДЕР;27;27;27;0;1.0000;1.0000;0.0000
"Торговый Дом""Золотое Яичко""";СКБ Контур;7;5;0;0;0.7143;0.0000;0.0000
"Торговый Дом""Золотое Яичко""";Смарт Велью Ритейл;6;0;0;0;0.0000;0.0000;0.0000
ВторРесурсы;ТАНДЕР;12;12;12;0;1.0000;1.0000;0.0000
Восьмая Империя;СКБ Контур;171;13;73;0;0.0760;0.4269;0.0000
Торговый сервис;ТАНДЕР;1;0;0;0;0.0000;0.0000;0.0000
"Торговый Союз ""МЕРКУРИЙ";ТАНДЕР;7;0;0;0;0.0000;0.0000;0.0000
ТоргПродАльянс;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Восьмая Империя;Розничная сеть Ашан;394;0;0;0;0.0000;0.0000;0.0000
Восьмая Империя;АТАК;72;68;71;0;0.9444;0.9861;0.0000
ТоргПродАльянс;КОРУС Консалтинг СНГ;6;5;1;0;0.8333;0.1667;0.0000
ТоргПродАльянс;МИЛАН;1;0;0;0;0.0000;0.0000;0.0000
ТоргПродукт;eXite-Russia;10;0;0;0;0.0000;0.0000;0.0000
Восьмая Империя;Авоська – два;15;15;14;0;1.0000;0.9333;0.0000
Тортила;LeraData;440;387;0;0;0.8795;0.0000;0.0000
Тортила;АТАК;570;0;569;0;0.0000;0.9982;0.0000
Восьмая Империя;eXite-Russia;19;12;12;0;0.6316;0.6316;0.0000
Восход;МОЛЛ;15;13;13;0;0.8667;0.8667;0.0000
Востряково-2;Смарт Велью Ритейл;7;7;0;0;1.0000;0.0000;0.0000
Тортила;Розничная сеть Ашан;266;0;0;0;0.0000;0.0000;0.0000
Востряково-2;LeraData;10;10;0;0;1.0000;0.0000;0.0000
Тортила;ТАНДЕР;1264;0;49;0;0.0000;0.0388;0.0000
Востряково-2;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
ТОРТЫ;LeraData;468;77;6;0;0.1645;0.0128;0.0000
ТОРТЫ;АТАК;29;0;0;0;0.0000;0.0000;0.0000
Воронежросагро-М;Розничная сеть Ашан;171;0;0;0;0.0000;0.0000;0.0000
ТОРТЫ;КОРУС Консалтинг СНГ;1663;1009;1004;0;0.6067;0.6037;0.0000
ТОРТЫ;Розничная сеть Ашан;34;0;0;0;0.0000;0.0000;0.0000
Воронежросагро-М;Виктория Балтия;5;5;5;0;1.0000;1.0000;0.0000
Воронежросагро-М;АТАК;24;0;23;0;0.0000;0.9583;0.0000
Воронежросагро-М;LeraData;1;0;0;0;0.0000;0.0000;0.0000
Воронежросагро-М;eXite-Russia;11;0;0;0;0.0000;0.0000;0.0000
Вологодский молочный комбинат;ТАНДЕР;99;99;0;0;1.0000;0.0000;0.0000
Тосол-Синтез-Инвест;АТАК;4;3;4;0;0.7500;1.0000;0.0000
Тосол-Синтез-Инвест;Розничная сеть Ашан;28;23;23;0;0.8214;0.8214;0.0000
Волна;КОРУС Консалтинг СНГ;12;0;0;0;0.0000;0.0000;0.0000
"ТПК ""ДМ Текстиль Менеджмент";eXite-Russia;5;0;1;0;0.0000;0.2000;0.0000
ТПК Вилон;eXite-Russia;441;42;42;0;0.0952;0.0952;0.0000
Волжский Мясокомбинат;ТАНДЕР;119;86;0;0;0.7227;0.0000;0.0000
ТПК Вилон;КОРУС Консалтинг СНГ;5;0;0;0;0.0000;0.0000;0.0000
Волга Айс;СПАР МИДДЛ ВОЛГА;66;63;63;0;0.9545;0.9545;0.0000
Вожгальский маслосырзавод;ТАНДЕР;1559;0;1411;0;0.0000;0.9051;0.0000
Вожгальский маслосырзавод;Роксэт-С;371;0;333;0;0.0000;0.8976;0.0000
ВОДОЦИКЛ;eXite-Russia;4;0;0;0;0.0000;0.0000;0.0000
Традиционные виды хлеба;ПУД;1189;0;0;0;0.0000;0.0000;0.0000
Традиционные виды хлеба;Розничная сеть Ашан;26;0;0;0;0.0000;0.0000;0.0000
Транзит-Ойл;ТД АГАТ;23;11;0;0;0.4783;0.0000;0.0000
Внешторг;Солнечный круг;1;0;0;0;0.0000;0.0000;0.0000
"Внешнеторговая Фирма ""ФУДЛАЙН";Авоська – два;15;0;0;0;0.0000;0.0000;0.0000
"Внешнеторговая Фирма ""ФУДЛАЙН";LeraData;113;0;0;0;0.0000;0.0000;0.0000
ТрастФинГрупп;LeraData;22;19;0;0;0.8636;0.0000;0.0000
ТрастФинГрупп;АТАК;12;0;12;0;0.0000;1.0000;0.0000
"Внешнеторговая Фирма ""ФУДЛАЙН";eXite-Russia;18;0;0;0;0.0000;0.0000;0.0000
Влас-95;Башбакалея;2;0;0;0;0.0000;0.0000;0.0000
ТрастФинГрупп;Розничная сеть Ашан;150;0;0;0;0.0000;0.0000;0.0000
Владимирский хлебокомбинат;ТАНДЕР;23339;11842;12553;1;0.5074;0.5379;0.0000
Владимирский хлебокомбинат;Розничная сеть Ашан;192;0;154;0;0.0000;0.8021;0.0000
Владимирский хлебокомбинат;АТАК;496;25;489;0;0.0504;0.9859;0.0000
Владимирский хлебокомбинат;LeraData;1128;9;1073;0;0.0080;0.9512;0.0000
Владимирский хлебокомбинат;eXite-Russia;6;2;0;0;0.3333;0.0000;0.0000
Трейд+;Лента;2;0;0;0;0.0000;0.0000;0.0000
ТРЕЙДИНГ;ТАНДЕР;476;340;0;0;0.7143;0.0000;0.0000
Владалко;ТАНДЕР;518;518;452;0;1.0000;0.8726;0.0000
ТРИ ПИНГВИНА;КОРУС Консалтинг СНГ;4;0;3;0;0.0000;0.7500;0.0000
Владалко;СПАР МИДДЛ ВОЛГА;6;1;3;0;0.1667;0.5000;0.0000
Владалко;КОРУС Консалтинг СНГ;1;0;0;0;0.0000;0.0000;0.0000
Триумф;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Владалко;LeraData;5;5;0;0;1.0000;0.0000;0.0000
Вкусные Технологии;ТАНДЕР;135;135;135;0;1.0000;1.0000;0.0000
ВИТО-ВИТО;ТАНДЕР;4886;4882;0;0;0.9992;0.0000;0.0000
ВИТЕКС;eXite-Russia;5;0;0;0;0.0000;0.0000;0.0000
Витаторг;Торговый Дом ГолдСад;2;0;2;0;0.0000;1.0000;0.0000
Тройка;LeraData;1;1;1;0;1.0000;1.0000;0.0000
Троль-Авто;ТАНДЕР;1;1;1;0;1.0000;1.0000;0.0000
Витаторг;Смарт Велью Ритейл;15;0;0;0;0.0000;0.0000;0.0000
ТСК Комус;Авоська – два;1;0;0;0;0.0000;0.0000;0.0000
Витаторг;Мясокурофф;1;0;1;0;0.0000;1.0000;0.0000
Тульский молочный комбинат;eXite-Russia;144;0;4;0;0.0000;0.0278;0.0000
Витаторг;Гладышева Ирина Александровна;2;2;2;0;1.0000;1.0000;0.0000
Витаторг;Гиперглобус;5;0;5;0;0.0000;1.0000;0.0000
Витаторг;АТАК;7;7;7;0;1.0000;1.0000;0.0000
Витаторг;EDISOFT;5;0;5;0;0.0000;1.0000;0.0000
Тульский молочный комбинат;ТАНДЕР;2916;2569;2561;0;0.8810;0.8783;0.0000
Тульский хлебокомбинат;eXite-Russia;250;0;0;0;0.0000;0.0000;0.0000
Тульский хлебокомбинат;LeraData;329;310;0;0;0.9422;0.0000;0.0000
Витамины с грядки;ТАНДЕР;1045;0;0;0;0.0000;0.0000;0.0000
Витамины с грядки;Розничная сеть Ашан;18;0;0;0;0.0000;0.0000;0.0000
Витамины Кавказа;МОЛЛ;1;0;0;0;0.0000;0.0000;0.0000
ВИТАМИН;ТАНДЕР;1462;1307;0;0;0.8940;0.0000;0.0000
Вита 1;ТАНДЕР;279;229;277;0;0.8208;0.9928;0.0000
Тульский хлебокомбинат;ТАНДЕР;16215;15211;64;0;0.9381;0.0039;0.0000
"Виноторговая компания ""Форт";Розничная сеть Ашан;4;0;0;0;0.0000;0.0000;0.0000
"Виноторговая компания ""Форт";LeraData;5;4;4;0;0.8000;0.8000;0.0000
;eXite-Russia;4;0;0;0;0.0000;0.0000;0.0000
ТФД;МИЛАН;1;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;Розничная сеть Ашан;124;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;Ритейл-Центр;23;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;ГАРАНТ-ТРЕЙД М;58;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;Виктория Балтия;3;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;АТАК;3;0;3;0;0.0000;1.0000;0.0000
Вино он-лайн АГ;Ассорти-Продукт;6;6;5;0;1.0000;0.8333;0.0000
Тюкавина Оксана Владимировна;ТАНДЕР;2506;0;2428;0;0.0000;0.9689;0.0000
Вино он-лайн АГ;Актив;459;0;425;0;0.0000;0.9259;0.0000
Тюкавина Оксана Владимировна;ФИРМА КОНУС;141;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;eXite-Russia;401;0;0;0;0.0000;0.0000;0.0000
Вино он-лайн АГ;"""ТС РИОМАГ""";16;0;6;0;0.0000;0.3750;0.0000
УзГарденс;LeraData;1;0;0;0;0.0000;0.0000;0.0000
Винный Торговый ДОМ;ТАНДЕР;53;53;53;0;1.0000;1.0000;0.0000
