"suppl_name";"buyer_name";"ord_cnt";"rsp_cnt";"des_cnt";"rec_cnt";"rsp_prc";"des_prc";"rec_prc"
"Объединение ""Союзпищепром";"Торговый дом ""ПЕРЕКРЕСТОК";10521;9699;8165;8109;0.9219;0.7761;0.7707
Кинешемский хлебокомбинат;ДИКСИ ЮГ;473;27;275;364;0.0571;0.5814;0.7696
Русский Икорный Дом;ТАНДЕР;91;15;1;70;0.1648;0.0110;0.7692
Шишкин Лес Торг;КОРУС Консалтинг СНГ;52;29;29;40;0.5577;0.5577;0.7692
Грейтфудс;"Торговый дом ""ПЕРЕКРЕСТОК";26;21;21;20;0.8077;0.8077;0.7692
ТК Грибной Дождь;Т и К Продукты;13;10;10;10;0.7692;0.7692;0.7692
LeraData;ТВК-Р;26;26;25;20;1.0000;0.9615;0.7692
ПОЛАЙС;"Торговый дом ""ПЕРЕКРЕСТОК";13;10;1;10;0.7692;0.0769;0.7692
Агро Ритейл;Фреш Маркет;13;10;10;10;0.7692;0.7692;0.7692
АС Аматек;Лента;13;0;11;10;0.0000;0.8462;0.7692
"1С-Сеть";СПАР МИДДЛ ВОЛГА;723;0;578;556;0.0000;0.7994;0.7690
Мясокомбинат Олимпия;Лента;43;43;35;33;1.0000;0.8140;0.7674
Варненский комбинат хлебопродуктов;"Торговый дом ""ПЕРЕКРЕСТОК";351;118;270;269;0.3362;0.7692;0.7664
УзГарденс;Лента;77;65;64;59;0.8442;0.8312;0.7662
Группа Черкизово;Смарт Велью Ритейл;77;0;60;59;0.0000;0.7792;0.7662
"Торговая Компания ""Грибная Поляна";КОРУС Консалтинг СНГ;47;0;38;36;0.0000;0.8085;0.7660
Аризона-II;ТАНДЕР;17;17;16;13;1.0000;0.9412;0.7647
Мецара-Ростов;"Торговый дом ""ПЕРЕКРЕСТОК";34;0;0;26;0.0000;0.0000;0.7647
Грифон;Ритейл-Центр;17;15;13;13;0.8824;0.7647;0.7647
Востряково-2;КОРУС Консалтинг СНГ;89;1;0;68;0.0112;0.0000;0.7640
Сызранский мясокомбинат;ГУЛЛИВЕР;735;735;734;561;1.0000;0.9986;0.7633
ТД Братья Чебурашкины;СПАР МИДДЛ ВОЛГА;76;3;58;58;0.0395;0.7632;0.7632
Нальчикский молочный комбинат;ТАНДЕР;932;920;928;711;0.9871;0.9957;0.7629
БХК-СН;ДИКСИ ЮГ;97;76;76;74;0.7835;0.7835;0.7629
АльтерВЕСТ XXI век;СКБ Контур;59;59;49;45;1.0000;0.8305;0.7627
ПРАЛИНЕ РУС;Розничная сеть Зельгрос;21;0;16;16;0.0000;0.7619;0.7619
;"Торговый дом ""ПЕРЕКРЕСТОК";21;13;13;16;0.6190;0.6190;0.7619
Пифагор;Барс-Ритейл;21;0;0;16;0.0000;0.0000;0.7619
eXite-Russia;Элемент-Трейд;4038;0;12;3075;0.0000;0.0030;0.7615
"Мясокомбинат ""Золотой Рог";"Торговый дом ""ПЕРЕКРЕСТОК";967;777;728;736;0.8035;0.7528;0.7611
Мороз;Барс-Ритейл;552;0;0;420;0.0000;0.0000;0.7609
ШКХП;ТАНДЕР;71;66;62;54;0.9296;0.8732;0.7606
eXite-Russia;Лев;25;0;19;19;0.0000;0.7600;0.7600
Граф ИкоркоФФ;Ритейл-Центр;254;238;232;193;0.9370;0.9134;0.7598
"Холдинг-Компания ""Реал";Торговый Дом «Камилла;497;351;370;377;0.7062;0.7445;0.7586
Сударушка;ТАНДЕР;91;89;73;69;0.9780;0.8022;0.7582
Вино он-лайн АГ;СКБ Контур;128;0;95;97;0.0000;0.7422;0.7578
Кировский мясокомбинат;СЕМЬЯ;1019;405;375;771;0.3974;0.3680;0.7566
Торговый Дом Лабиринт;Лента;297;0;242;224;0.0000;0.8148;0.7542
"ТК ""Что Надо";КОРУС Консалтинг СНГ;154;3;121;116;0.0195;0.7857;0.7532
Останкино-новый стандарт;КОРУС Консалтинг СНГ;3668;767;3141;2760;0.2091;0.8563;0.7525
Торговый дом «Мегаполис;ТАНДЕР;149;149;149;112;1.0000;1.0000;0.7517
ПродСервис;Лента;4;4;3;3;1.0000;0.7500;0.7500
ПТФ Вланкон;Лента;20;0;15;15;0.0000;0.7500;0.7500
СПЕКТР;"Торговый дом ""ПЕРЕКРЕСТОК";8;8;6;6;1.0000;0.7500;0.7500
Равенна;"Торговый дом ""ПЕРЕКРЕСТОК";20;15;15;15;0.7500;0.7500;0.7500
Степные просторы;Лента;16;5;12;12;0.3125;0.7500;0.7500
Кашутчик Е.М.;"Торговый дом ""ПЕРЕКРЕСТОК";8;6;6;6;0.7500;0.7500;0.7500
А-сантехника;КОРУС Консалтинг СНГ;4;4;4;3;1.0000;1.0000;0.7500
ЭРА-98;Лев;8;7;6;6;0.8750;0.7500;0.7500
МилкЭкспресс;КОРУС Консалтинг СНГ;4;0;3;3;0.0000;0.7500;0.7500
Агро Ритейл;Розничная сеть Зельгрос;8;0;0;6;0.0000;0.0000;0.7500
Промторг;ТАНДЕР;4;4;3;3;1.0000;0.7500;0.7500
Регион;ТАНДЕР;68;40;0;51;0.5882;0.0000;0.7500
АгроМаркет;ТАНДЕР;4;3;3;3;0.7500;0.7500;0.7500
"ТД ""Вкусные консервы";ГУЛЛИВЕР;4;4;4;3;1.0000;1.0000;0.7500
Савушкин продукт;Авоська – два;16;15;14;12;0.9375;0.8750;0.7500
Компания Дельфа;Смарт Велью Ритейл;4;2;3;3;0.5000;0.7500;0.7500
ГРАН-МЭР;ПУД;4;4;3;3;1.0000;0.7500;0.7500
ЭкоГрупп Терминал;Пятью пять;4;4;4;3;1.0000;1.0000;0.7500
ТПК Мягкий Дом;"Торговый дом ""ПЕРЕКРЕСТОК";4;0;3;3;0.0000;0.7500;0.7500
ПРАЛИНЕ РУС;"Торговый дом ""ПЕРЕКРЕСТОК";4;0;2;3;0.0000;0.5000;0.7500
АЛАНДА ингредиентс;Розничная сеть Зельгрос;4;0;4;3;0.0000;1.0000;0.7500
Норма;Розничная сеть Зельгрос;4;0;3;3;0.0000;0.7500;0.7500
Здоровые продукты;КОРУС Консалтинг СНГ;8;0;6;6;0.0000;0.7500;0.7500
Скайфуд;Т и К Продукты;4;4;4;3;1.0000;1.0000;0.7500
ЦентрТорг;ЭССЕН Логистик;4;3;1;3;0.7500;0.2500;0.7500
"Виноторговая компания ""Форт";Авоська – два;4;3;3;3;0.7500;0.7500;0.7500
"АПК ""Агро-2000";Элемент-Трейд;8;8;6;6;1.0000;0.7500;0.7500
Рыбторг-Самара;"Торговый дом ""ПЕРЕКРЕСТОК";12;8;8;9;0.6667;0.6667;0.7500
Торговая компания МАКСИМА;СКБ Контур;12;0;12;9;0.0000;1.0000;0.7500
СЗ Сармич;ЭССЕН Логистик;4;4;3;3;1.0000;0.7500;0.7500
ДОНМЯСОПРОДУКТ ПЛЮС;"Торговый дом ""ПЕРЕКРЕСТОК";12;0;0;9;0.0000;0.0000;0.7500
Управляющая компания Трапеза;Лента;8;0;6;6;0.0000;0.7500;0.7500
Аэростар Контракт;КОРУС Консалтинг СНГ;4;3;3;3;0.7500;0.7500;0.7500
ФРУКТОВЫЙ МИР;ТАНДЕР;4;0;0;3;0.0000;0.0000;0.7500
МакКейн Маркетинг (Рус);СКБ Контур;4;0;0;3;0.0000;0.0000;0.7500
Русский Снэк;Лента;8;0;6;6;0.0000;0.7500;0.7500
Бентус лаборатории;"Торговый дом ""ПЕРЕКРЕСТОК";12;3;9;9;0.2500;0.7500;0.7500
МПК Атяшевский;Т и К Продукты;8;6;6;6;0.7500;0.7500;0.7500
ДИАД;ГУЛЛИВЕР;4;4;3;3;1.0000;0.7500;0.7500
Русскарт-Сити;Авоська – два;4;4;4;3;1.0000;1.0000;0.7500
Покровская птицефабрика;ТАНДЕР;8;6;6;6;0.7500;0.7500;0.7500
Дантон-Птицепром;Т и К Продукты;8;6;6;6;0.7500;0.7500;0.7500
Фирма Надежда;ТВК-Р;84;82;71;63;0.9762;0.8452;0.7500
Крупа;СКБ Контур;4;0;3;3;0.0000;0.7500;0.7500
КС-сервис;ТВК-Р;8;0;0;6;0.0000;0.0000;0.7500
"ТКФ ""Ясная Поляна";Элемент-Трейд;4;2;2;3;0.5000;0.5000;0.7500
Омский бекон;"Торговый дом ""ПЕРЕКРЕСТОК";409;357;327;306;0.8729;0.7995;0.7482
Эко-культура-Трейд;ДИКСИ ЮГ;142;126;126;106;0.8873;0.8873;0.7465
Экоагрофарминг;Лента;71;0;55;53;0.0000;0.7746;0.7465
СоЛЮД;"Торговый дом ""ПЕРЕКРЕСТОК";3565;2630;2676;2660;0.7377;0.7506;0.7461
СИБИРСКАЯ ТЕКСТИЛЬНАЯ МАНУФАКТУРА;Лента;357;0;0;266;0.0000;0.0000;0.7451
"Агропромышленная компания ""Корпорация ""Уральский хлеб";СКБ Контур;364;364;270;271;1.0000;0.7418;0.7445
Управляющая компания Трапеза;Компания Холидей;266;0;0;198;0.0000;0.0000;0.7444
Колос;"Торговый дом ""ПЕРЕКРЕСТОК";9362;0;6873;6963;0.0000;0.7341;0.7438
ПРОДО Птицефабрика Чикская;Лента;349;301;135;259;0.8625;0.3868;0.7421
Гранд Кастель;Розничная сеть Зельгрос;31;17;20;23;0.5484;0.6452;0.7419
Агротехнолоджи;КОРУС Консалтинг СНГ;372;0;0;276;0.0000;0.0000;0.7419
Прохладное;ТАНДЕР;58;55;17;43;0.9483;0.2931;0.7414
Торговый дом «Мегаполис;Феникс;574;550;550;425;0.9582;0.9582;0.7404
"Селекционно-генетический центр ""Мортадель";"Торговый дом ""ПЕРЕКРЕСТОК";169;167;127;125;0.9882;0.7515;0.7396
Фрэш Логистик;ТАНДЕР;176;9;9;130;0.0511;0.0511;0.7386
ФишТорг;ТАНДЕР;99;98;76;73;0.9899;0.7677;0.7374
"ИМЦ ""МПС";КОРУС Консалтинг СНГ;19;0;14;14;0.0000;0.7368;0.7368
Омский бекон;Ритейл-Центр;53;39;39;39;0.7358;0.7358;0.7358
Белоусова Светлана Юрьевна;ГУЛЛИВЕР;411;0;398;302;0.0000;0.9684;0.7348
"Холдинг-Компания ""Реал";ОПТОВИК;460;455;339;338;0.9891;0.7370;0.7348
Айс-М;Т и К Продукты;109;0;83;80;0.0000;0.7615;0.7339
Русская Водная Компания;Лента;15;0;12;11;0.0000;0.8000;0.7333
Балтсервис;КОРУС Консалтинг СНГ;15;0;13;11;0.0000;0.8667;0.7333
ЭСКОРТ СЕРВИС;Альбион-2002;628;0;625;460;0.0000;0.9952;0.7325
Дзержинскхлеб;"Торговый дом ""ПЕРЕКРЕСТОК";4219;4142;3029;3090;0.9817;0.7179;0.7324
Эхо;ТАНДЕР;41;41;31;30;1.0000;0.7561;0.7317
Завгородний А. А.;"Торговый дом ""ПЕРЕКРЕСТОК";67;50;51;49;0.7463;0.7612;0.7313
Фирма Саман;СПАР МИДДЛ ВОЛГА;26;23;21;19;0.8846;0.8077;0.7308
Русское Парфюмерное Товарищество ( РПТ );Лента;547;0;0;399;0.0000;0.0000;0.7294
Фрут-Фэмэли;ДИКСИ ЮГ;129;56;14;94;0.4341;0.1085;0.7287
СТАТУС-Н;"Торговый дом ""ПЕРЕКРЕСТОК";55;0;0;40;0.0000;0.0000;0.7273
ТД Сково;ТАНДЕР;11;11;11;8;1.0000;1.0000;0.7273
ТК Тандем - Самара;Лента;11;0;8;8;0.0000;0.7273;0.7273
СЭД;Лента;11;0;8;8;0.0000;0.7273;0.7273
Семушка;Компания Холидей;11;8;8;8;0.7273;0.7273;0.7273
Кёнигсбергские Коптильни;ДИКСИ ЮГ;33;30;30;24;0.9091;0.9091;0.7273
Би-энд-Би;Лента;11;10;9;8;0.9091;0.8182;0.7273
ТК Наша Игрушка ;ТАНДЕР;22;16;16;16;0.7273;0.7273;0.7273
ПРАЛИНЕ РУС;КОРУС Консалтинг СНГ;231;0;0;168;0.0000;0.0000;0.7273
ЧЕРЕПОВЕЦКИЙ ХЛЕБОКОМБИНАТ;"Торговый дом ""ПЕРЕКРЕСТОК";1199;1129;1138;872;0.9416;0.9491;0.7273
Ладья;КОРУС Консалтинг СНГ;410;95;238;298;0.2317;0.5805;0.7268
МВВ;СКБ Контур;230;0;206;167;0.0000;0.8957;0.7261
"Мясокомбинат ""Звениговский";СПАР МИДДЛ ВОЛГА;142;1;68;103;0.0070;0.4789;0.7254
Шишкин Лес Торг;СПАР МИДДЛ ВОЛГА;29;24;24;21;0.8276;0.8276;0.7241
Шахунское молоко;ДИКСИ ЮГ;29;29;21;21;1.0000;0.7241;0.7241
СОЛОДОВЪ;СПАР МИДДЛ ВОЛГА;29;0;21;21;0.0000;0.7241;0.7241
Саратов-Холод Плюс;ТАНДЕР;202;179;158;146;0.8861;0.7822;0.7228
ТК Нижагросервис;СПАР МИДДЛ ВОЛГА;155;0;152;112;0.0000;0.9806;0.7226
Агромир;Элемент-Трейд;97;0;0;70;0.0000;0.0000;0.7216
Дубровин Вячеслав Сергеевич;"Торговый дом ""ПЕРЕКРЕСТОК";801;801;794;577;1.0000;0.9913;0.7203
Ваше здоровье;КОРУС Консалтинг СНГ;25;25;25;18;1.0000;1.0000;0.7200
EDISOFT;"Торговый дом ""Живи вкусно";936;0;897;673;0.0000;0.9583;0.7190
Дружба;"Торговый дом ""ПЕРЕКРЕСТОК";210;0;149;151;0.0000;0.7095;0.7190
Торговый Дом НАНС;ТАНДЕР;244;206;197;175;0.8443;0.8074;0.7172
ВИНТРЕСТ-7;"Торговый дом ""ПЕРЕКРЕСТОК";60;43;44;43;0.7167;0.7333;0.7167
Компания Холидей Производство;Компания Холидей;4671;0;0;3344;0.0000;0.0000;0.7159
ТоргПродАльянс;ДИКСИ ЮГ;42;18;7;30;0.4286;0.1667;0.7143
МЭК;Лента;14;14;10;10;1.0000;0.7143;0.7143
СОБО;ГУЛЛИВЕР;14;14;14;10;1.0000;1.0000;0.7143
Сладости для Радости;"Торговый дом ""ПЕРЕКРЕСТОК";7;4;4;5;0.5714;0.5714;0.7143
Заргарян А.П.;"Торговый дом ""ПЕРЕКРЕСТОК";7;0;5;5;0.0000;0.7143;0.7143
"Торговая компания ""Яблоко""";Элемент-Трейд;7;0;0;5;0.0000;0.0000;0.7143
"ТК ""Рахмат";СПАР МИДДЛ ВОЛГА;7;6;6;5;0.8571;0.8571;0.7143
Поречский;Лента;35;31;31;25;0.8857;0.8857;0.7143
Старый пекарь;ТАНДЕР;98;98;88;70;1.0000;0.8980;0.7143
"Торговый Дом ""ГРЕКО";СКБ Контур;14;0;0;10;0.0000;0.0000;0.7143
"Торговый Дом ""РАТИБОР";КОРУС Консалтинг СНГ;7;0;6;5;0.0000;0.8571;0.7143
Раздолье-Трейд;Элемент-Трейд;7;7;0;5;1.0000;0.0000;0.7143
Степные просторы;"Торговый дом ""ПЕРЕКРЕСТОК";7;2;0;5;0.2857;0.0000;0.7143
Торговый дом «Мегаполис;Элемент-Трейд;7;0;0;5;0.0000;0.0000;0.7143
ТОРТЫ;Форвард;766;762;762;545;0.9948;0.9948;0.7115
Альфа Трейд;"Торговый дом ""ПЕРЕКРЕСТОК";45;36;36;32;0.8000;0.8000;0.7111
АкваАргентум;Альбион-2002;45;38;45;32;0.8444;1.0000;0.7111
"ТК ""МЕГАПОЛИС";СПАР МИДДЛ ВОЛГА;919;298;493;652;0.3243;0.5365;0.7095
УМКА;Альбион-2002;189;106;55;134;0.5608;0.2910;0.7090
Компания УралОвощ;ТАНДЕР;48;23;10;34;0.4792;0.2083;0.7083
ПО Запсибкола;Ритейл-Центр;17;12;12;12;0.7059;0.7059;0.7059
Семь ветров;ПУД;17;0;14;12;0.0000;0.8235;0.7059
ТД Рузское молоко;ДИКСИ ЮГ;554;0;237;391;0.0000;0.4278;0.7058
Белый город;Альбион-2002;180;0;179;127;0.0000;0.9944;0.7056
"Торговый дом ""КОРД""";КОРУС Консалтинг СНГ;1275;2;205;898;0.0016;0.1608;0.7043
Сбытовой кооператив Коломенский;КОРУС Консалтинг СНГ;27;21;21;19;0.7778;0.7778;0.7037
Кубанская Соляная Компания;ТАНДЕР;27;26;20;19;0.9630;0.7407;0.7037
ПОИСК;Домашний Гастроном;27;4;24;19;0.1481;0.8889;0.7037
Чайная дистрибьюторская компания;ТВК-Р;94;0;0;66;0.0000;0.0000;0.7021
Гуковская М.Ю.;Ассорти-Продукт;693;0;0;486;0.0000;0.0000;0.7013
БетулаФарм;ТАНДЕР;10;8;7;7;0.8000;0.7000;0.7000
Гермис;Т и К Продукты;10;7;7;7;0.7000;0.7000;0.7000
АгроМаркет;Лента;10;0;8;7;0.0000;0.8000;0.7000
Русский Банный Дом;ТАНДЕР;10;9;7;7;0.9000;0.7000;0.7000
Белоусова Светлана Юрьевна;Альбион-2002;260;0;259;182;0.0000;0.9962;0.7000
АС-Маркет;ПродМир;20;0;0;14;0.0000;0.0000;0.7000
Александрова Ольга Геннадьевна;"Торговый дом ""ПЕРЕКРЕСТОК";40;34;28;28;0.8500;0.7000;0.7000
АРМЯНСКИЙ КОНЬЯК;Лента;10;0;7;7;0.0000;0.7000;0.7000
ТК УМК+;"Торговый дом ""ПЕРЕКРЕСТОК";163;118;111;114;0.7239;0.6810;0.6994
СимбирскМолПром;ГУЛЛИВЕР;255;255;253;178;1.0000;0.9922;0.6980
Президент;КОРУС Консалтинг СНГ;23;0;18;16;0.0000;0.7826;0.6957
БРПИ;"Торговый дом ""ПЕРЕКРЕСТОК";118;52;85;82;0.4407;0.7203;0.6949
Мясоперерабатывающий комбинат МИРКО;СПАР МИДДЛ ВОЛГА;13;10;9;9;0.7692;0.6923;0.6923
КомТехПоставка;"Торговый дом ""ПЕРЕКРЕСТОК";13;9;9;9;0.6923;0.6923;0.6923
СВАМ Групп;КОРУС Консалтинг СНГ;13;0;13;9;0.0000;1.0000;0.6923
Хлебпром;ОПТОВИК;234;0;0;162;0.0000;0.0000;0.6923
Русвинторг;Смарт Велью Ритейл;13;13;13;9;1.0000;1.0000;0.6923
ЮностьПлюс;"Торговый дом ""ПЕРЕКРЕСТОК";253;0;0;175;0.0000;0.0000;0.6917
Группа Черкизово;ГУЛЛИВЕР;2121;1103;1050;1467;0.5200;0.4950;0.6917
Нарзан;КОРУС Консалтинг СНГ;16;4;15;11;0.2500;0.9375;0.6875
Симерон;"Торговый дом ""ПЕРЕКРЕСТОК";16;16;11;11;1.0000;0.6875;0.6875
Самарский булочно-кондитерский комбинат;"Торговый дом ""ПЕРЕКРЕСТОК";18366;0;12572;12603;0.0000;0.6845;0.6862
Пилигрим-Аква;ТАНДЕР;19;17;13;13;0.8947;0.6842;0.6842
Останкинский молочный комбинат;Лента;155;155;155;106;1.0000;1.0000;0.6839
"Торговый Дом ""Обуховские минеральные воды";СКБ Контур;22;7;21;15;0.3182;0.9545;0.6818
Витаторг;Ритм-2000;22;0;15;15;0.0000;0.6818;0.6818
"СХП ""Смольное";Элемент-Трейд;47;0;0;32;0.0000;0.0000;0.6809
СК-трейд;Ритм-2000;421;0;283;286;0.0000;0.6722;0.6793
Тырыш;КОРУС Консалтинг СНГ;28;10;0;19;0.3571;0.0000;0.6786
Молвест;ТВК-Р;352;277;343;238;0.7869;0.9744;0.6761
ТД РОССИЧ;Альбион-2002;714;0;547;482;0.0000;0.7661;0.6751
Аргос-М;ОПТОВИК;46;46;31;31;1.0000;0.6739;0.6739
Кондитерская фабрика «ФАНТЭЛЬ;СКБ Контур;235;63;180;158;0.2681;0.7660;0.6723
Севко Логистик;"Торговый дом ""ПЕРЕКРЕСТОК";73;48;49;49;0.6575;0.6712;0.6712
Мастер Вин;СЕМЬЯ;395;376;377;265;0.9519;0.9544;0.6709
Челябинский Торговый дом - СИТНО;"Торговый дом ""ПЕРЕКРЕСТОК";270;187;255;181;0.6926;0.9444;0.6704
